cell_id,time_sec,F340_F380_ratio
cell_11,2.5,0.83
cell_11,3.0,0.8
cell_11,3.5,0.8152
cell_11,4.0,0.8137
cell_11,4.5,0.8243
cell_11,5.0,0.8344
cell_11,5.5,0.8342
cell_11,6.0,0.7903
cell_11,6.5,0.8471
cell_11,7.0,0.8309
cell_11,7.5,0.8535
cell_11,8.0,0.8347
cell_11,8.5,0.8479
cell_11,9.0,0.8352
cell_11,9.5,0.8528
cell_11,10.0,0.8363
cell_11,10.5,0.8239
cell_11,11.0,0.8713
cell_11,11.5,0.8436
cell_11,12.0,0.8373
cell_11,12.5,0.8003
cell_11,13.0,0.8001
cell_11,13.5,0.8317
cell_11,14.0,0.8288
cell_11,14.5,0.8136
cell_11,15.0,0.8287
cell_11,15.5,0.8576
cell_11,16.0,0.8397
cell_11,16.5,0.803
cell_11,17.0,0.8236
cell_11,17.5,0.8097
cell_11,18.0,0.8181
cell_11,18.5,0.8176
cell_11,19.0,0.8163
cell_11,19.5,0.8007
cell_11,20.0,0.8233
cell_11,20.5,0.8146
cell_11,21.0,0.7673
cell_11,21.5,0.8669
cell_11,22.0,0.8476
cell_11,22.5,0.8183
cell_11,23.0,0.8262
cell_11,23.5,0.8024
cell_11,24.0,0.8598
cell_11,24.5,0.8638
cell_11,25.0,0.829
cell_11,25.5,0.8463
cell_11,26.0,0.8293
cell_11,26.5,0.7991
cell_11,27.0,0.8176
cell_11,27.5,0.8285
cell_11,28.0,0.8167
cell_11,28.5,0.8215
cell_11,29.0,0.824
cell_11,29.5,0.8242
cell_11,30.0,0.8269
cell_11,30.5,1.0602
cell_11,31.0,1.2509
cell_11,31.5,1.37695
cell_11,32.0,1.503
cell_11,32.5,1.5511499999999998
cell_11,33.0,1.5993
cell_11,33.5,1.6217
cell_11,34.0,1.593
cell_11,34.5,1.5428
cell_11,35.0,1.5766
cell_11,35.5,1.5667
cell_11,36.0,1.5287
cell_11,36.5,1.5172
cell_11,37.0,1.5353
cell_11,37.5,1.4944
cell_11,38.0,1.4387
cell_11,38.5,1.4012
cell_11,39.0,1.403
cell_11,39.5,1.3819
cell_11,40.0,1.3734
cell_11,40.5,1.3307
cell_11,41.0,1.3302
cell_11,41.5,1.338
cell_11,42.0,1.2956
cell_11,42.5,1.2591
cell_11,43.0,1.238
cell_11,43.5,1.2168
cell_11,44.0,1.2305
cell_11,44.5,1.178
cell_11,45.0,1.1758
cell_11,45.5,1.1609
cell_11,46.0,1.1355
cell_11,46.5,1.1043
cell_11,47.0,1.125
cell_11,47.5,1.1047
cell_11,48.0,1.1038
cell_11,48.5,1.0716
cell_11,49.0,1.0956
cell_11,49.5,1.0431
cell_11,50.0,1.0847
cell_11,50.5,1.0058
cell_11,51.0,1.0402
cell_11,51.5,1.0321
cell_11,52.0,0.9982
cell_11,52.5,1.0145
cell_11,53.0,1.0238
cell_11,53.5,0.9464
cell_11,54.0,0.9937
cell_11,54.5,0.927
cell_11,55.0,0.951
cell_11,55.5,0.9966
cell_11,56.0,0.96275
cell_11,56.5,0.9289
cell_11,57.0,0.9429
cell_11,57.5,0.983
cell_11,58.0,0.9
cell_11,58.5,0.9109
cell_11,59.0,0.9573
cell_11,59.5,0.9601
cell_11,60.0,0.9167
cell_11,60.5,0.8899
cell_11,61.0,0.9528
cell_11,61.5,0.9391
cell_11,62.0,0.9173
cell_11,62.5,0.8841
cell_11,63.0,0.8961
cell_11,63.5,0.8908
cell_11,64.0,0.8977
cell_11,64.5,0.9173
cell_11,65.0,0.9032
cell_11,65.5,0.8614
cell_11,66.0,0.908
cell_11,66.5,0.8844
cell_11,67.0,0.8896
cell_11,67.5,0.9031
cell_11,68.0,0.8494
cell_11,68.5,0.869
cell_11,69.0,0.8572
cell_11,69.5,0.8346
cell_11,70.0,0.8712
cell_11,70.5,0.9128
cell_11,71.0,0.8242
cell_11,71.5,0.8588
cell_11,72.0,0.8708
cell_11,72.5,0.8591
cell_11,73.0,0.853
cell_11,73.5,0.828
cell_11,74.0,0.8575
cell_11,74.5,0.8365
cell_11,75.0,0.8067
cell_11,75.5,0.8734
cell_11,76.0,0.8676
cell_11,76.5,0.8485
cell_11,77.0,0.8511
cell_11,77.5,0.8671
cell_11,78.0,0.8493
cell_11,78.5,0.862
cell_11,79.0,0.8372
cell_11,79.5,0.8687
cell_11,80.0,0.8481
cell_11,80.5,0.8449
cell_11,81.0,0.815
cell_11,81.5,0.8455
cell_11,82.0,0.8225
cell_11,82.5,0.8258
cell_11,83.0,0.8217
cell_11,83.5,0.8162
cell_11,84.0,0.8795
cell_11,84.5,0.8631
cell_11,85.0,0.8745
cell_11,85.5,0.8111
cell_11,86.0,0.8366
cell_11,86.5,0.8089
cell_11,87.0,0.8205
cell_11,87.5,0.8157
cell_11,88.0,0.8585
cell_11,88.5,0.8254
cell_11,89.0,0.8544
cell_11,89.5,0.8448
cell_11,90.0,0.8785
cell_11,90.5,0.8025
cell_11,91.0,0.857
cell_11,91.5,0.8545
cell_11,92.0,0.8119
cell_11,92.5,0.82475
cell_11,93.0,0.8376
cell_11,93.5,0.8261
cell_11,94.0,0.814
cell_11,94.5,0.8159
cell_11,95.0,0.8711
cell_11,95.5,0.8299
cell_11,96.0,0.8453
cell_11,96.5,0.8137
cell_11,97.0,0.8138
cell_11,97.5,0.8509
cell_11,98.0,0.8021
cell_11,98.5,0.8206
cell_11,99.0,0.8295
cell_11,99.5,0.8309
cell_12,0.0,0.9991
cell_12,0.5,1.042
cell_12,1.0,1.0182
cell_12,1.5,1.0188
cell_12,2.0,1.0372
cell_12,2.5,1.0399
cell_12,3.0,1.0353
cell_12,3.5,1.0034
cell_12,4.0,1.0351
cell_12,4.5,1.0036
cell_12,5.0,1.0356
cell_12,5.5,0.9914
cell_12,6.0,1.018
cell_12,6.5,1.0034
cell_12,7.0,1.0373
cell_12,7.5,1.0422
cell_12,8.0,1.0238
cell_12,8.5,1.0232
cell_12,9.0,1.0339
cell_12,9.5,1.0423
cell_12,10.0,1.0206
cell_12,10.5,1.0099
cell_12,11.0,1.0328
cell_12,11.5,0.9827
cell_12,12.0,1.0381
cell_12,12.5,1.0057
cell_12,13.0,1.0151
cell_12,13.5,1.0382
cell_12,14.0,1.0115
cell_12,14.5,1.0328
cell_12,15.0,1.0426
cell_12,15.5,1.0221
cell_12,16.0,1.0261
cell_12,16.5,1.0175
cell_12,17.0,1.0222
cell_12,17.5,0.9975
cell_12,18.0,1.014
cell_12,18.5,0.9941
cell_12,19.0,1.0019
cell_12,19.5,0.9798
cell_12,20.0,1.0251
cell_12,20.5,1.0537
cell_12,21.0,1.0107
cell_12,21.5,1.0392
cell_12,22.0,1.0424
cell_12,22.5,0.9959
cell_12,23.0,1.0002
cell_12,23.5,1.0397
cell_12,24.0,1.018
cell_12,24.5,0.994
cell_12,25.0,1.0071
cell_12,25.5,1.0283
cell_12,26.0,1.004
cell_12,26.5,0.9644
cell_12,27.0,0.9897
cell_12,27.5,1.015
cell_12,28.0,1.02
cell_12,28.5,1.0204499999999999
cell_12,29.0,1.0209
cell_12,29.5,1.0247
cell_12,30.0,1.041
cell_12,30.5,1.2055
cell_12,31.0,1.3937
cell_12,31.5,1.4389
cell_12,32.0,1.5321
cell_12,32.5,1.6281
cell_12,33.0,1.6882
cell_12,33.5,1.6922
cell_12,34.0,1.6975
cell_12,34.5,1.7652
cell_12,35.0,1.7189
cell_12,35.5,1.7403
cell_12,36.0,1.7539
cell_12,36.5,1.7092
cell_12,37.0,1.6932
cell_12,37.5,1.6799
cell_12,38.0,1.6928
cell_12,38.5,1.6785
cell_12,39.0,1.6397
cell_12,39.5,1.658
cell_12,40.0,1.6019
cell_12,40.5,1.608
cell_12,41.0,1.5544
cell_12,41.5,1.5909
cell_12,42.0,1.557
cell_12,42.5,1.5048
cell_12,43.0,1.5182
cell_12,43.5,1.4997
cell_12,44.0,1.4862
cell_12,44.5,1.389
cell_12,45.0,1.4371
cell_12,45.5,1.4181
cell_12,46.0,1.4018
cell_12,46.5,1.3823
cell_12,47.0,1.369
cell_12,47.5,1.3763
cell_12,48.0,1.3485
cell_12,48.5,1.3296
cell_12,49.0,1.336
cell_12,49.5,1.3101
cell_12,50.0,1.3009
cell_12,50.5,1.3172
cell_12,51.0,1.2609
cell_12,51.5,1.2294
cell_12,52.0,1.2517
cell_12,52.5,1.2454
cell_12,53.0,1.2468
cell_12,53.5,1.2261
cell_12,54.0,1.231
cell_12,54.5,1.2582
cell_12,55.0,1.2166
cell_12,55.5,1.213
cell_12,56.0,1.1839
cell_12,56.5,1.1522
cell_12,57.0,1.1276
cell_12,57.5,1.1571
cell_12,58.0,1.11
cell_12,58.5,1.1662
cell_12,59.0,1.1429
cell_12,59.5,1.1191
cell_12,60.0,1.143
cell_12,60.5,1.1208
cell_12,61.0,1.14
cell_12,61.5,1.1407
cell_12,62.0,1.1083
cell_12,62.5,1.1135
cell_12,63.0,1.1186
cell_12,63.5,1.0824
cell_12,64.0,1.1112
cell_12,64.5,1.0749
cell_12,65.0,1.1115
cell_12,65.5,1.0883
cell_12,66.0,1.0652
cell_12,66.5,1.0794
cell_12,67.0,1.0774
cell_12,67.5,1.1068
cell_12,68.0,1.0863
cell_12,68.5,1.0612
cell_12,69.0,1.1109
cell_12,69.5,1.0881
cell_12,70.0,1.0666
cell_12,70.5,1.0402
cell_12,71.0,1.0607
cell_12,71.5,1.0628
cell_12,72.0,1.0727
cell_12,72.5,1.0757
cell_12,73.0,1.0779
cell_12,73.5,1.0279
cell_12,74.0,1.0627
cell_12,74.5,1.0538
cell_12,75.0,1.0546
cell_12,75.5,1.0554
cell_12,76.0,1.0403
cell_12,76.5,1.0536
cell_12,77.0,1.05
cell_12,77.5,1.0092
cell_12,78.0,1.056
cell_12,78.5,1.0405
cell_12,79.0,1.0451
cell_12,79.5,1.0271
cell_12,80.0,1.0217
cell_12,80.5,1.0603
cell_12,81.0,1.0639
cell_12,81.5,1.0493
cell_12,82.0,1.0038
cell_12,82.5,1.0489
cell_12,83.0,1.0026
cell_12,83.5,1.0245
cell_12,84.0,1.037
cell_12,84.5,1.0495
cell_12,85.0,1.0448
cell_12,85.5,1.0613
cell_12,86.0,1.0457
cell_12,86.5,0.9935
cell_12,87.0,1.0259
cell_12,87.5,1.032
cell_12,88.0,1.0291
cell_12,88.5,1.0194
cell_12,89.0,1.0107
cell_12,89.5,1.0789
cell_12,90.0,1.0226
cell_12,90.5,1.0147
cell_12,91.0,1.0068
cell_12,91.5,1.0423
cell_12,92.0,1.0334
cell_12,92.5,1.01
cell_12,93.0,1.0188
cell_12,93.5,1.0275
cell_12,94.0,1.0106
cell_12,94.5,1.0221
cell_12,95.0,0.9796
cell_12,95.5,1.0408
cell_12,96.0,1.0509
cell_12,96.5,1.0352
cell_12,97.0,1.0711
cell_12,97.5,1.0392
cell_12,98.0,1.0482
cell_12,98.5,1.0499
cell_12,99.0,0.9699
cell_12,99.5,1.0332
